ts_unix,t_ns,seq,version,slave,torque_mNm_raw,torque_Nm_raw,torque_Nm_smooth,ratio_pct
1768034182.2919216,8523339555624,37247,1,1,14744,14.744,14.173684657649352,16.9
1768034182.30192,8523349555563,37248,1,1,14149,14.149,14.172480779851426,16.2
1768034182.3119192,8523359555780,37249,1,1,14149,14.149,14.171335584470778,16.2
1768034182.3219182,8523369556312,37250,1,1,14135,14.135,14.170246208647036,16.2
1768034182.331927,8523379556010,37251,1,1,14124,14.124,14.169210049341293,16.2
1768034182.341923,8523389556098,37252,1,1,13499,13.499,14.167541591228757,15.5
1768034182.3519216,8523399556445,37253,1,1,13499,13.499,14.165417970906134,15.5
1768034182.3619385,8523409556032,37254,1,1,13512,13.512,14.133551683926369,15.5
1768034182.3719392,8523419556934,37255,1,1,13519,13.519,14.103235584120233,15.5
1768034182.3819454,8523429556188,37256,1,1,14801,14.801,14.074402782185498,17.0
1768034182.3919344,8523439556627,37257,1,1,14149,14.149,14.047314309213226,16.2
1768034182.4019315,8523449556585,37258,1,1,14149,14.149,14.052273558560389,16.2
1768034182.4119313,8523459556765,37259,1,1,13638,13.638,14.056991045583493,15.6
1768034182.4219298,8523469556890,37260,1,1,14124,14.124,14.061478429942472,16.2
1768034182.4319308,8523479557070,37261,1,1,14101,14.101,14.064527696420393,16.2
1768034182.4419286,8523489556639,37262,1,1,14159,14.159,14.067428072979867,16.2
1768034182.451935,8523499557152,37263,1,1,14149,14.149,14.070187256447607,16.2
1768034182.4620543,8523509566610,37264,1,1,13524,13.524,14.072814155555672,15.5
1768034182.4722764,8523519555456,37265,1,1,14149,14.149,14.076525741257417,16.2
1768034182.482027,8523529562488,37266,1,1,13524,13.524,14.080062776440569,15.5
1768034182.4920208,8523539562798,37267,1,1,14149,14.149,14.083424986148236,16.2
1768034182.5020056,8523549560867,37268,1,1,12868,12.868,14.056146645476165,14.7
1768034182.512027,8523559553065,37269,1,1,13524,13.524,14.030213294321722,15.5
1768034182.5219994,8523569552523,37270,1,1,14151,14.151,14.005526285566729,16.2
1768034182.5319324,8523579552944,37271,1,1,14149,14.149,14.012523868471218,16.2
1768034182.5419261,8523589553902,37272,1,1,14151,14.151,14.01918050978464,16.2
1768034182.5519252,8523599554304,37273,1,1,14124,14.124,14.025512129244337,16.2
1768034182.5619237,8523609554558,37274,1,1,13473,13.473,14.031534852949104,15.4
1768034182.57196,8523619555108,37275,1,1,14172,14.172,14.037264003046298,16.2
1768034182.581944,8523629555214,37276,1,1,14149,14.149,14.042713488253582,16.2
1768034182.5919554,8523639555987,37277,1,1,14149,14.149,14.047897533361056,16.2
1768034182.6019254,8523649555944,37278,1,1,14149,14.149,14.05282833816653,16.2
1768034182.6119244,8523659556347,37279,1,1,13532,13.532,14.057518869795533,15.5
1768034182.6219397,8523669556230,37280,1,1,14122,14.122,14.061980406256483,16.2
1768034182.6319368,8523679556707,37281,1,1,14042,14.042,14.064907732549807,16.1
1768034182.6419215,8523689556739,37282,1,1,13456,13.456,14.063790505763489,15.4
1768034182.6519225,8523699558770,37283,1,1,13524,13.524,14.037849639823172,15.5
1768034182.6619246,8523709557950,37284,1,1,14124,14.124,14.038052039090918,16.2
1768034182.6719222,8523719557575,37285,1,1,13586,13.586,14.016006007249336,15.6
1768034182.6819692,8523729557996,37286,1,1,13524,13.524,13.992009605965423,15.5
1768034182.6919572,8523739558250,37287,1,1,14184,14.184,13.972207793340042,16.3
1768034182.7019372,8523749558133,37288,1,1,14742,14.742,13.97961070214744,16.9
1768034182.711942,8523759563739,37289,1,1,13482,13.482,13.960403587001405,15.4
1768034182.721924,8523769557919,37290,1,1,14126,14.126,13.968475235460012,16.2
1768034182.7319248,8523779558118,37291,1,1,14126,14.126,13.976157957974923,16.2
1768034182.7419245,8523789558464,37292,1,1,13530,13.53,13.983466087182357,15.5
1768034182.7519224,8523799558589,37293,1,1,14135,14.135,13.990417632877644,16.2
1768034182.7619317,8523809558806,37294,1,1,14153,14.153,13.997030202882064,16.2
1768034182.7719245,8523819558967,37295,1,1,14156,14.156,14.003759174937931,16.2
1768034182.7819464,8523829561981,37296,1,1,14103,14.103,14.01016174683186,16.2
1768034182.791953,8523839558939,37297,1,1,14119,14.119,14.016248374084702,16.2
1768034182.8019254,8523849559119,37298,1,1,14123,14.123,14.021454803706794,16.2
1768034182.811925,8523859559187,37299,1,1,14733,14.733,14.02640725421074,16.9
1768034182.8219805,8523869559219,37300,1,1,14124,14.124,14.031118152713036,16.2
1768034182.8319626,8523879559973,37301,1,1,14124,14.124,14.035648386944867,16.2
1768034182.8419292,8523889559524,37302,1,1,14149,14.149,14.039957157283887,16.2
1768034182.8519251,8523899559833,37303,1,1,14112,14.112,14.044056098603171,16.2
1768034182.861935,8523909560328,37304,1,1,13524,13.524,14.047955196893074,15.5
1768034182.8719249,8523919560304,37305,1,1,14124,14.124,14.051663937024001,16.2
1768034182.881961,8523929567281,37306,1,1,14193,14.193,14.055194208776587,16.3
1768034182.8919642,8523939560331,37307,1,1,14138,14.138,14.05854763238198,16.2
1768034182.901967,8523949560178,37308,1,1,14149,14.149,14.062422512258737,16.2
1768034182.9119327,8523959560561,37309,1,1,13524,13.524,14.066108607502816,15.5
1768034182.9219286,8523969560279,37310,1,1,14051,14.051,14.069614695665138,16.1
1768034182.9319274,8523979560977,37311,1,1,13524,13.524,14.06870678444802,15.5
1768034182.9419267,8523989560583,37312,1,1,14131,14.131,14.067843247561413,16.2
1768034182.9519262,8523999560893,37313,1,1,14156,14.156,14.067021767850807,16.2
1768034182.9619272,8524009560850,37314,1,1,14124,14.124,14.06980061737079,16.2
1768034182.971938,8524019561178,37315,1,1,14136,14.136,14.072785441953771,16.2
1768034182.9819295,8524029561266,37316,1,1,14142,14.142,14.075868478787493,16.2
1768034182.991988,8524039566094,37317,1,1,14139,14.139,14.078948889060488,16.2
1768034183.001931,8524049561274,37318,1,1,14149,14.149,14.081876239634344,16.2
1768034183.011972,8524059561491,37319,1,1,14122,14.122,14.084662257258543,16.2
1768034183.021944,8524069561171,37320,1,1,14149,14.149,14.087458564703647,16.2
1768034183.031952,8524079561703,37321,1,1,14049,14.049,14.089972400578697,16.1
1768034183.041954,8524089561679,37322,1,1,14149,14.149,14.09285120383496,16.2
1768034183.0519445,8524099562063,37323,1,1,14748,14.748,14.095589715485366,16.9
1768034183.061942,8524109561798,37324,1,1,14141,14.141,14.09819449848148,16.2
1768034183.0719564,8524119562164,37325,1,1,13524,13.524,14.100282221938675,15.5
1768034183.0819738,8524129561714,37326,1,1,13524,13.524,14.102267964260797,15.5
1768034183.091959,8524139562838,37327,1,1,14149,14.149,14.104157154991427,16.2
1768034183.101964,8524149568481,37328,1,1,14774,14.774,14.105954990554418,16.9
1768034183.1119325,8524159561328,37329,1,1,14148,14.148,14.108004119434863,16.2
1768034183.1219308,8524169561638,37330,1,1,14149,14.149,14.110003572567635,16.2
1768034183.1319265,8524179561855,37331,1,1,14774,14.774,14.111905491023492,16.9
1768034183.1419406,8524189561924,37332,1,1,14223,14.223,14.117323670619427,16.3
1768034183.1519275,8524199562252,37333,1,1,13496,13.496,14.118868592848571,15.5
1768034183.1619303,8524209562376,37334,1,1,13415,13.415,14.12033813668631,15.4
1768034183.1719296,8524219562501,37335,1,1,14124,14.124,14.120516730044564,16.2
1768034183.1819274,8524229562625,37336,1,1,14140,14.14,14.12068661317921,16.2
1768034183.1919503,8524239566101,37337,1,1,14149,14.149,14.120848263738964,16.2
1768034183.2019577,8524249562948,37338,1,1,14124,14.124,14.121001928466011,16.2
1768034183.2119303,8524259562887,37339,1,1,14124,14.124,14.121148145270297,16.2
1768034183.2219298,8524269563123,37340,1,1,14133,14.133,14.121726180349313,16.2
1768034183.2319267,8524279563081,37341,1,1,14124,14.124,14.121837075388045,16.2
1768034183.2419271,8524289563168,37342,1,1,14063,14.063,14.121942563361117,16.1
1768034183.2519298,8524299563422,37343,1,1,14117,14.117,14.122042908215557,16.2
1768034183.2619278,8524309563417,37344,1,1,14149,14.149,14.122138356661647,16.2
1768034183.2719336,8524319564393,37345,1,1,14744,14.744,14.12222915872036,16.9
1768034183.28194,8524329563870,37346,1,1,14774,14.774,14.123534721464551,16.9
1768034183.2919376,8524339569364,37347,1,1,13428,13.428,14.124777343159497,15.4
1768034183.3019733,8524349564970,37348,1,1,14184,14.184,14.127664428537296,16.3
1768034183.3119323,8524359564039,37349,1,1,14234,14.234,14.132850004701446,16.3
1768034183.321932,8524369564015,37350,1,1,14124,14.124,14.135344613570297,16.2
1768034183.331931,8524379564158,37351,1,1,14774,14.774,14.137717597859544,16.9
1768034183.3419287,8524389564209,37352,1,1,14123,14.123,14.139974828473843,16.2
1768034183.3519292,8524399564444,37353,1,1,14774,14.774,14.144560595291955,16.9
1768034183.3619292,8524409564513,37354,1,1,13563,13.563,14.143557836479504,15.5
1768034183.371951,8524419565193,37355,1,1,14765,14.765,14.173867938286346,16.9
1768034183.381941,8524429564670,37356,1,1,14115,14.115,14.171387206194037,16.2
1768034183.39194,8524439565535,37357,1,1,14149,14.149,14.170295277161859,16.2
1768034183.4020011,8524449567826,37358,1,1,14149,14.149,14.169256462200154,16.2
1768034183.4119632,8524459564450,37359,1,1,13534,13.534,14.168268868136822,15.5
1768034183.4219356,8524469564834,37360,1,1,14774,14.774,14.167329079156703,16.9
1768034183.4319289,8524479564644,37361,1,1,14124,14.124,14.166435175981269,16.2
1768034183.4419281,8524489565342,37362,1,1,13501,13.501,14.164365447151592,15.5
1768034183.4519355,8524499564985,37363,1,1,14172,14.172,14.162396869602075,16.2
1768034183.4619331,8524509565147,37364,1,1,13381,13.381,14.160524202589595,15.3
1768034183.4719405,8524519568753,37365,1,1,14149,14.149,14.158742269800877,16.2
1768034183.4819374,8524529565470,37366,1,1,13524,13.524,14.127795435229688,15.5
1768034183.491937,8524539566057,37367,1,1,14149,14.149,14.128829653256803,16.2
1768034183.5019803,8524549565311,37368,1,1,14186,14.186,14.129813301109236,16.3
1768034183.5120215,8524559565010,37369,1,1,14777,14.777,14.130749019988366,16.9
1768034183.521945,8524569570152,37370,1,1,13531,13.531,14.13163957712917,15.5
1768034183.531928,8524579565481,37371,1,1,14157,14.157,14.132875856134683,16.2
1768034183.5419223,8524589565457,37372,1,1,14131,14.131,14.13405240176071,16.2
1768034183.55193,8524599565952,37373,1,1,13468,13.468,14.133903527183946,15.4
1768034183.5619285,8524609566372,37374,1,1,14224,14.224,14.133761914692181,16.3
1768034183.571929,8524619566534,37375,1,1,13602,13.602,14.13362721239512,15.6
1768034183.5819643,8524629566770,37376,1,1,14149,14.149,14.133499078785738,16.2
1768034183.5919633,8524639566672,37377,1,1,16024,16.024,14.134255060409108,18.4
1768034183.6019685,8524649566092,37378,1,1,14131,14.131,14.13497413892372,16.2
1768034183.6119323,8524659567235,37379,1,1,13511,13.511,14.13565826448852,15.5
1768034183.6219249,8524669566638,37380,1,1,14149,14.149,14.136308910724729,16.2
1768034183.6319342,8524679566558,37381,1,1,14073,14.073,14.13692785762354,16.1
1768034183.6419592,8524689566850,37382,1,1,14743,14.743,14.137516639720468,16.9
1768034183.651932,8524699566770,37383,1,1,14124,14.124,14.136857430565456,16.2
1768034183.6619267,8524709566895,37384,1,1,13535,13.535,14.13623035863336,15.5
1768034183.6719294,8524719567556,37385,1,1,14211,14.211,14.13563383855435,16.3
1768034183.6819453,8524729567755,37386,1,1,14213,14.213,14.139309560953249,16.3
1768034183.6919327,8524739567694,37387,1,1,14149,14.149,14.139782166430962,16.2
1768034183.7019858,8524749567504,37388,1,1,14149,14.149,14.140231717149115,16.2
1768034183.7119558,8524759567406,37389,1,1,14144,14.144,14.140659347262975,16.2
1768034183.7219298,8524769567401,37390,1,1,14104,14.104,14.141066125498652,16.2
1768034183.7319384,8524779567340,37391,1,1,14137,14.137,14.141209211395335,16.2
1768034183.741945,8524789567927,37392,1,1,14124,14.124,14.141003913981681,16.2
1768034183.751946,8524799567663,37393,1,1,14149,14.149,14.140808645819954,16.2
1768034183.7619426,8524809567806,37394,1,1,13593,13.593,14.139988867057907,15.6
1768034183.7719443,8524819567893,37395,1,1,14137,14.137,14.139843097054655,16.2
1768034183.7819462,8524829568018,37396,1,1,14149,14.149,14.139704435884827,16.2
1768034183.7919466,8524839567883,37397,1,1,14124,14.124,14.139572540726787,16.2
1768034183.8019774,8524849568174,37398,1,1,14122,14.122,14.13881303740057,16.2
1768034183.8119576,8524859567095,37399,1,1,14234,14.234,14.138724623827464,16.3
1768034183.82193,8524869567515,37400,1,1,14149,14.149,14.139225780362754,16.2
1768034183.8319457,8524879567269,37401,1,1,14774,14.774,14.139702463243555,16.9
1768034183.8419359,8524889567357,37402,1,1,14774,14.774,14.144301447846704,16.9
1768034183.8519344,8524899567648,37403,1,1,14126,14.126,14.14867622200286,16.2
1768034183.861935,8524909567569,37404,1,1,14836,14.836,14.179173387572703,17.0
1768034183.8719366,8524919567675,37405,1,1,14149,14.149,14.20818372366578,16.2
1768034183.8819427,8524929567799,37406,1,1,14124,14.124,14.205297264498094,16.2
1768034183.8919342,8524939567775,37407,1,1,14124,14.124,14.201429900324591,16.2
1768034183.9019966,8524949568066,37408,1,1,14112,14.112,14.197653492358999,16.2
1768034183.9119513,8524959567784,37409,1,1,13524,13.524,14.194061467935718,15.5
1768034183.921937,8524969567723,37410,1,1,14156,14.156,14.190644550150752,16.2
1768034183.93196,8524979568866,37411,1,1,14822,14.822,14.187393894788865,17.0
1768034183.9419658,8524989569731,37412,1,1,14146,14.146,14.185374920420957,16.2
1768034183.9519475,8524999568744,37413,1,1,14130,14.13,14.18345476773061,16.2
1768034183.961947,8525009567498,37414,1,1,14149,14.149,14.181774593064773,16.2
1768034183.9720356,8525019567604,37415,1,1,14126,14.126,14.180029827536938,16.2
1768034183.9820764,8525029570044,37416,1,1,14786,14.786,14.178369778350115,16.9
1768034183.9919436,8525039566501,37417,1,1,14782,14.782,14.176937892273072,16.9
1768034184.00193,8525049566589,37418,1,1,14156,14.156,14.175916730453809,16.2
1768034184.011975,8525059566861,37419,1,1,14121,14.121,14.174945354281812,16.2
1768034184.0219383,8525069567060,37420,1,1,14157,14.157,14.174070132041159,16.2
1768034184.0319452,8525079568592,37421,1,1,14151,14.151,14.173188709636143,16.2
1768034184.0419476,8525089567901,37422,1,1,14149,14.149,14.17210662642087,16.2
1768034184.051932,8525099568304,37423,1,1,14149,14.149,14.17097965866342,16.2
1768034184.0619273,8525109568354,37424,1,1,14149,14.149,14.169907692834203,16.2
1768034184.0719254,8525119569478,37425,1,1,14149,14.149,14.168887900851999,16.2
1768034184.0819454,8525129573010,37426,1,1,14141,14.141,14.167917622393812,16.2
1768034184.0919514,8525139569246,37427,1,1,14149,14.149,14.166995337731658,16.2
1768034184.1019475,8525149569741,37428,1,1,14127,14.127,14.166117652387939,16.2
1768034184.1119711,8525159570976,37429,1,1,13524,13.524,14.16489250248913,15.5
1768034184.1219563,8525169574360,37430,1,1,14139,14.139,14.163629293510446,16.2
1768034184.131944,8525179569929,37431,1,1,14149,14.149,14.1624286277473,16.2
1768034184.141952,8525189570164,37432,1,1,14149,14.149,14.16128597390287,16.2
1768034184.1519456,8525199570215,37433,1,1,14124,14.124,14.160199068724303,16.2
1768034184.1619427,8525209571895,37434,1,1,14149,14.149,14.159652794213715,16.2
1768034184.17194,8525219576130,37435,1,1,13477,13.477,14.159133036739911,15.4
1768034184.181927,8525229569829,37436,1,1,14149,14.149,14.158639146383074,16.2
1768034184.1919305,8525239570379,37437,1,1,14094,14.094,14.15694968466741,16.2
1768034184.2019293,8525249570763,37438,1,1,14149,14.149,14.156561959452166,16.2
1768034184.2119787,8525259578591,37439,1,1,13524,13.524,14.153508447479103,15.5
1768034184.221944,8525269570938,37440,1,1,13547,13.547,14.150608352325637,15.5
1768034184.2319314,8525279570932,37441,1,1,13524,13.524,14.121170042831642,15.5
1768034184.2419343,8525289571631,37442,1,1,13527,13.527,14.09219005255562,15.5
1768034184.2519262,8525299571385,37443,1,1,14149,14.149,14.064626069705671,16.2
1768034184.2619274,8525309571713,37444,1,1,14149,14.149,14.03938034088827,16.2
1768034184.2719314,8525319571449,37445,1,1,14146,14.146,14.04458010914852,16.2
1768034184.28194,8525329571925,37446,1,1,13489,13.489,14.049526645199279,15.5
1768034184.2919352,8525339572494,37447,1,1,14149,14.149,14.054378287158912,16.2
1768034184.3019302,8525349572137,37448,1,1,14124,14.124,14.058846575253677,16.2
1768034184.3119435,8525359572687,37449,1,1,13524,13.524,14.06202431570767,15.5
1768034184.3219538,8525369572015,37450,1,1,14149,14.149,14.06504670741484,16.2
1768034184.3319411,8525379572547,37451,1,1,13517,13.517,14.06792204258936,15.5
1768034184.3419316,8525389572264,37452,1,1,14149,14.149,14.0706569213647,16.2
1768034184.3519278,8525399572778,37453,1,1,14200,14.2,14.074477949918045,16.3
1768034184.3619282,8525409572846,37454,1,1,14247,14.247,14.078112457289697,16.3
1768034184.3719304,8525419573045,37455,1,1,14149,14.149,14.08156975063654,16.2
1768034184.3819382,8525429573669,37456,1,1,13524,13.524,14.084858562825652,15.5
1768034184.3919322,8525439573201,37457,1,1,14121,14.121,14.087986634858888,16.2
1768034184.401929,8525449573122,37458,1,1,14783,14.783,14.090962268865068,16.9
1768034184.4119263,8525459573635,37459,1,1,14124,14.124,14.09257361863448,16.2
1768034184.4219325,8525469573352,37460,1,1,14812,14.812,14.094106259039924,17.0
1768034184.431932,8525479573773,37461,1,1,13499,13.499,14.095564253847682,15.5
1768034184.441938,8525489573694,37462,1,1,14774,14.774,14.12865170071429,16.9
1768034184.4519475,8525499573726,37463,1,1,14136,14.136,14.129010082617782,16.2
1768034184.461955,8525509574572,37464,1,1,16024,16.024,14.160469207320492,18.4
1768034184.4719343,8525519573938,37465,1,1,14156,14.156,14.160251254983903,16.2
1768034184.481935,8525529573599,37466,1,1,14112,14.112,14.160043925686193,16.2
1768034184.4919584,8525539575260,37467,1,1,14149,14.149,14.159505219828493,16.2
1768034184.5019467,8525549573792,37468,1,1,14149,14.149,14.158992947559677,16.2
1768034184.5119727,8525559573565,37469,1,1,14149,14.149,14.158505596545103,16.2
1768034184.5220585,8525569581726,37470,1,1,14122,14.122,14.158041634179725,16.2
1768034184.5320415,8525579572814,37471,1,1,14124,14.124,14.157601051731652,16.2
1768034184.542047,8525589572642,37472,1,1,14040,14.04,14.155962336588916,16.1
1768034184.5520265,8525599572655,37473,1,1,14073,14.073,14.154305971788286,16.1
1768034184.5622804,8525609580502,37474,1,1,14149,14.149,14.152729185268871,16.2
1768034184.572054,8525619571089,37475,1,1,13499,13.499,14.148844316547978,15.5
1768034184.5820372,8525629570473,37476,1,1,14151,14.151,14.145145567789589,16.2
1768034184.5919905,8525639570820,37477,1,1,14151,14.151,14.145333557027998,16.2
1768034184.6019576,8525649570722,37478,1,1,14870,14.87,14.145609910071633,17.0
1768034184.611944,8525659571569,37479,1,1,14124,14.124,14.14587280957313,16.2
1768034184.622001,8525669576804,37480,1,1,14149,14.149,14.146122993258265,16.2
1768034184.631948,8525679572151,37481,1,1,13524,13.524,14.14626324286286,15.5
1768034184.6419425,8525689572146,37482,1,1,14118,14.118,14.145177452225393,16.2
1768034184.6519578,8525699572363,37483,1,1,14124,14.124,14.144144593835856,16.2
1768034184.661943,8525709572043,37484,1,1,14124,14.124,14.143162161060715,16.2
1768034184.671943,8525719572815,37485,1,1,12866,12.866,14.141934895596103,14.7
1768034184.6819458,8525729573217,37486,1,1,14149,14.149,14.141060166125394,16.2
1768034184.6919417,8525739572712,37487,1,1,13527,13.527,14.14022817298143,15.5
1768034184.701946,8525749573226,37488,1,1,13499,13.499,14.110319182940524,15.5
1768034184.7119448,8525759573295,37489,1,1,13549,13.549,14.081870179258496,15.5
1768034184.7219608,8525769573623,37490,1,1,13502,13.502,14.054807975682877,15.5
1768034184.7319694,8525779575006,37491,1,1,14155,14.155,14.029063005178026,16.2
1768034184.741945,8525789573797,37492,1,1,14124,14.124,14.00565281659751,16.2
1768034184.7519457,8525799574015,37493,1,1,14157,14.157,14.011424799547804,16.2
1768034184.7619414,8525809574120,37494,1,1,13458,13.458,14.016915213080333,15.4
1768034184.771943,8525819574504,37495,1,1,14703,14.703,14.023649939798458,16.9
1768034184.7819457,8525829574480,37496,1,1,14149,14.149,14.029763320064957,16.2
1768034184.7919416,8525839575142,37497,1,1,13533,13.533,14.035578936990353,15.5
1768034184.801955,8525849574933,37498,1,1,14137,14.137,14.04052519978497,16.2
1768034184.8119423,8525859575150,37499,1,1,13524,13.524,14.045230430882672,15.5
1768034184.8220806,8525869585775,37500,1,1,14146,14.146,14.049710722947868,16.2
1768034184.8320115,8525879574788,37501,1,1,14124,14.124,14.053329971591749,16.2
1768034184.8419507,8525889574746,37502,1,1,12874,12.874,14.056776575430852,14.7
1768034184.8519454,8525899575148,37503,1,1,14813,14.813,14.060055229063241,17.0
1768034184.8619435,8525909575272,37504,1,1,14151,14.151,14.064246855689946,16.2
1768034184.8719423,8525919575100,37505,1,1,14774,14.774,14.068477785495245,16.9
1768034184.8819535,8525929575577,37506,1,1,14749,14.749,14.083378972856435,16.9
1768034184.8919613,8525939575701,37507,1,1,13499,13.499,14.097552898999677,15.5
1768034184.9019718,8525949576826,37508,1,1,14108,14.108,14.100159830850986,16.2
1768034184.9119527,8525959575728,37509,1,1,14761,14.761,14.131800750892861,16.9
1768034184.921943,8525969575612,37510,1,1,13490,13.49,14.13063998770569,15.5
1768034184.9320824,8525979586829,37511,1,1,14749,14.749,14.129534614673254,16.9
1768034184.9424582,8525989586212,37512,1,1,14151,14.151,14.130581430877765,16.2
1768034184.9520323,8525999574503,37513,1,1,14259,14.259,14.13683732659429,16.3
1768034184.9620104,8526009574443,37514,1,1,14124,14.124,14.137528044285308,16.2
1768034184.9719534,8526019574641,37515,1,1,14184,14.184,14.139794552073505,16.3
1768034184.9819453,8526029574969,37516,1,1,14149,14.149,14.140341065698275,16.2
1768034184.9920409,8526039574872,37517,1,1,13524,13.524,14.140763362912612,15.5
1768034185.0019586,8526049574829,37518,1,1,14151,14.151,14.141165066759031,16.2
1768034185.0119932,8526059575269,37519,1,1,14149,14.149,14.141547197358376,16.2
1768034185.0219712,8526069575745,37520,1,1,13499,13.499,14.141910691704865,15.5
1768034185.0319867,8526079575777,37521,1,1,13540,13.54,14.112555069262427,15.5
1768034185.0419984,8526089575438,37522,1,1,14149,14.149,14.114332450747083,16.2
1768034185.0519507,8526099575803,37523,1,1,14124,14.124,14.114803959470605,16.2
1768034185.06195,8526109575835,37524,1,1,14113,14.113,14.11471597905449,16.2
1768034185.071947,8526119576941,37525,1,1,14752,14.752,14.115168814935538,16.9
1768034185.0820005,8526129580769,37526,1,1,14749,14.749,14.116819397243587,16.9
1768034185.0919642,8526139576931,37527,1,1,13569,13.569,14.117169468295803,15.5
1768034185.1019661,8526149576759,37528,1,1,14176,14.176,14.120038619057178,16.2
1768034185.111956,8526159577457,37529,1,1,14149,14.149,14.122768073591242,16.2
1768034185.1219463,8526169576971,37530,1,1,14136,14.136,14.124047359103809,16.2
1768034185.1319504,8526179578354,37531,1,1,13620,13.62,14.124630374900281,15.6
1768034185.1419947,8526189577812,37532,1,1,14133,14.133,14.125184848750585,16.2
1768034185.1519513,8526199579326,37533,1,1,14149,14.149,14.12571238777865,16.2
1768034185.1619484,8526209579820,37534,1,1,14103,14.103,14.126067825943192,16.2
1768034185.171933,8526219578611,37535,1,1,14113,14.113,14.12543057569402,16.2
1768034185.1819305,8526229578754,37536,1,1,14137,14.137,14.125799746021805,16.2
1768034185.19193,8526239579138,37537,1,1,14784,14.784,14.126346009309742,16.9
1768034185.2019491,8526249578800,37538,1,1,14123,14.123,14.126182827889055,16.2
1768034185.2119577,8526259581794,37539,1,1,14147,14.147,14.126710541632525,16.2
1768034185.221946,8526269579123,37540,1,1,14149,14.149,14.127699812441392,16.2
1768034185.2319474,8526279579395,37541,1,1,14124,14.124,14.128641118663966,16.2
1768034185.2419682,8526289581112,37542,1,1,14149,14.149,14.129536641795822,16.2
1768034185.2519703,8526299579403,37543,1,1,14774,14.774,14.130485722772764,16.9
1768034185.2619617,8526309582731,37544,1,1,13507,13.507,14.131388967778104,15.5
1768034185.2719502,8526319579486,37545,1,1,14149,14.149,14.132247596149154,16.2
1768034185.2819514,8526329579721,37546,1,1,13492,13.492,14.133064639250016,15.5
1768034185.2919497,8526339579975,37547,1,1,14238,14.238,14.133841835215463,16.3
1768034185.3019495,8526349580044,37548,1,1,14749,14.749,14.134581112610036,16.9
1768034185.311949,8526359580317,37549,1,1,14774,14.774,14.139625045547445,16.9
1768034185.321953,8526369580163,37550,1,1,14189,14.189,14.144422776636379,16.3
1768034185.3319523,8526379580306,37551,1,1,14870,14.87,14.173908766943962,17.0
1768034185.3419726,8526389580190,37552,1,1,14124,14.124,14.201955980059259,16.2
1768034185.3519723,8526399580314,37553,1,1,14124,14.124,14.201324101814667,16.2
1768034185.361955,8526409580698,37554,1,1,14124,14.124,14.197552819647651,16.2
1768034185.3719516,8526419580378,37555,1,1,14149,14.149,14.193965718248899,16.2
1768034185.3819528,8526429580521,37556,1,1,14124,14.124,14.19055340231898,16.2
1768034185.3919513,8526439580794,37557,1,1,14238,14.238,14.187307468171694,16.3
1768034185.4019513,8526449580826,37558,1,1,14746,14.746,14.18543918507277,16.9
1768034185.4119527,8526459581561,37559,1,1,13425,13.425,14.183661897663338,15.4
1768034185.4219532,8526469581093,37560,1,1,14102,14.102,14.18075228537911,16.2
1768034185.4319487,8526479581273,37561,1,1,14124,14.124,14.177984395174294,16.2
1768034185.441948,8526489581249,37562,1,1,14749,14.749,14.175351551315849,16.9
1768034185.452004,8526499583170,37563,1,1,14774,14.774,14.172846637431189,16.9
1768034185.4620082,8526509582331,37564,1,1,14749,14.749,14.200943669408034,16.9
1768034185.4719892,8526519581974,37565,1,1,14149,14.149,14.227671761486956,16.2
1768034185.4819698,8526529585988,37566,1,1,14158,14.158,14.25310719237179,16.2
1768034185.4919624,8526539582297,37567,1,1,14149,14.149,14.248470429482065,16.2
1768034185.5019586,8526549582681,37568,1,1,14124,14.124,14.243619017722375,16.2
1768034185.5119853,8526559580806,37569,1,1,14149,14.149,14.239005237570025,16.2
1768034185.5219846,8526569581689,37570,1,1,14774,14.774,14.23461525234361,16.9
1768034185.531975,8526579581462,37571,1,1,14146,14.146,14.230439839649462,16.2
1768034185.5419781,8526589581364,37572,1,1,14149,14.149,14.226468009760504,16.2
1768034185.552034,8526599580896,37573,1,1,14149,14.149,14.22269002277615,16.2
1768034185.5619824,8526609580687,37574,1,1,14149,14.149,14.219096191207283,16.2
1768034185.5719829,8526619581330,37575,1,1,14785,14.785,14.215677345253786,16.9
1768034185.5819745,8526629580954,37576,1,1,14149,14.149,14.212425571992958,16.2
1768034185.5919735,8526639580005,37577,1,1,14152,14.152,14.209332556622792,16.2
1768034185.60201,8526649580981,37578,1,1,14774,14.774,14.206536148704398,16.9
1768034185.611978,8526659580550,37579,1,1,14149,14.149,14.203876501140309,16.2
1768034185.6219752,8526669580415,37580,1,1,14149,14.149,14.201200177833417,16.2
1768034185.6319797,8526679580854,37581,1,1,14100,14.1,14.19865423612815,16.2
1768034185.6419766,8526689580349,37582,1,1,14749,14.749,14.196232689718594,16.9
1768034185.6520362,8526699581122,37583,1,1,14169,14.169,14.193928950607908,16.2
1768034185.6620004,8526709581246,37584,1,1,13499,13.499,14.191737713332792,15.5
1768034185.6719801,8526719580723,37585,1,1,13494,13.494,14.187263840453207,15.5
1768034185.6819894,8526729580625,37586,1,1,13499,13.499,14.153697137660474,15.5
1768034185.691968,8526739581601,37587,1,1,13499,13.499,14.121764142382608,15.5
1768034185.7019703,8526749581929,37588,1,1,14704,14.704,14.0913906052369,16.9
